Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Thairo Estrada","SFG",96,381,9,43,47,2,0.026246719,0.199475065,0.126373626,0.24911032,0.217032967,0.24671916,0.343406593,0.25634105749956265,0.2625691263299239,64.56874028624688,0.132266104221344,-16.01031040484183,7.241134762763977,0.4100568567615609,"Thairo Estrada",16426,642731
"Austin Hedges","CLE",66,146,2,12,15,2,0.04109589,0.342465753,0.068181818,0.219512195,0.151515151,0.202797202,0.219696969,0.1914935778904628,0.16640812533718724,19.745296000474234,-0.6569011509418488,-14.063819376749482,13.12640118598938,0.4032553058041232,"Austin Hedges",12976,595978
"Casey Schmitt","SFG",40,113,6,11,16,0,0.03539823,0.221238938,0.224299066,0.272727272,0.252336448,0.28318584,0.476635514,0.3229154459143107,0.30636917384324874,109.3778671073305,0.36102471500635147,1.6282207401287117,-1.5232316851615906,0.40106892896921065,"Casey Schmitt",27577,669477
"Jonathan Aranda","TBR",44,143,6,22,14,0,0.083916083,0.223776223,0.1953125,0.263736263,0.234375,0.307692307,0.4296875,0.32012464575000577,0.3599565264204858,113.02304384263526,-1.3298375084996223,0.8010187158539761,-1.702702522277832,0.3966704665121919,"Jonathan Aranda",21837,666018
"Juan Yepez","WSN",62,249,6,32,26,2,0.072289156,0.168674698,0.146017699,0.320441988,0.28318584,0.334677419,0.429203539,0.33125993657496666,0.29661200298526424,112.4529814039752,-1.5607770532369614,2.1471738158619242,-6.6719889640808105,0.3925656703312632,"Juan Yepez",18400,660766
"Gary Sánchez","MIL",89,280,11,30,37,0,0.096428571,0.271428571,0.171428571,0.267080745,0.220408163,0.307142857,0.391836734,0.3070861337440354,0.30916249411446706,97.03215081104652,-1.3090256825089455,-2.3027390779909087,-3.3678862899541855,0.38128211468918805,"Gary Sanchez",11442,596142
"Michael Toglia","COL",116,458,25,62,55,10,0.11790393,0.320960698,0.238095238,0.269565217,0.218045112,0.3107221,0.45614035,0.3292400415127094,0.3594336383110654,97.5122359938445,1.0545338094234467,-0.30796440685038196,-11.34984278678894,0.3776316912106482,"Michael Toglia",25845,669911
"Tyler Freeman","CLE",118,383,7,48,32,11,0.073107049,0.138381201,0.112121212,0.227106227,0.209090909,0.305263157,0.321212121,0.28292879375744623,0.3019477220198095,84.0626941006977,-0.33474747091531754,-7.318989645585168,-1.8611466884613037,0.36372311491397935,"Tyler Freeman",22532,671289
"Davis Schneider","TOR",135,454,13,48,46,6,0.103524229,0.317180616,0.151133501,0.257142857,0.191435768,0.281938325,0.342569269,0.2774735540808035,0.2914092477443999,79.69942905614965,-0.4411584511399269,-10.986720045277732,-0.5824079513549805,0.36017807385954953,"Davis Schneider",23565,676914
"Josh Jung","TEX",46,188,7,19,16,4,0.042553191,0.255319148,0.157303371,0.322580645,0.264044943,0.29787234,0.421348314,0.31074903334708925,0.2917938232421875,103.83638382159607,0.27073612064123154,1.0959860721828196,-4.04458387568593,0.3394009168492308,"Josh Jung",26299,673962
"Jorge Polanco","SEA",118,469,16,43,45,4,0.098081023,0.292110874,0.141486811,0.27443609,0.213429256,0.296375266,0.354916067,0.2870646742024647,0.3087470926264281,92.62020074731062,-1.5462078675627708,-5.506461475302947,-6.906112909317017,0.32444587275158554,"Jorge Polanco",13152,593871
"Emmanuel Rivera","- - -",124,302,5,24,29,2,0.086092715,0.228476821,0.105660377,0.295918367,0.237735849,0.312292358,0.343396226,0.29128454808776955,0.31769888741629465,86.07749959483199,-0.8056131023913622,-6.076531985468112,-0.9292655229801312,0.317303778557119,"Emmanuel Rivera",19890,656896
"Garrett Stubbs","PHI",56,187,1,18,11,5,0.09090909,0.267379679,0.054878048,0.289473684,0.207317073,0.295698924,0.262195121,0.2577483541862939,0.24565050678868447,61.21399631968979,1.577300988137722,-7.095870336098567,3.8959513902664185,0.31529169727436607,"Garrett Stubbs",18067,596117
"Nolan Gorman","STL",107,402,19,42,50,6,0.084577114,0.37562189,0.197260274,0.279187817,0.202739726,0.271144278,0.4,0.290496850846117,0.30488316815598565,86.90886548360555,-0.6981303244829178,-6.991230179091529,-3.419396996498108,0.3130513262553137,"Nolan Gorman",22263,669357
"Tyler Soderstrom","OAK",61,213,9,18,26,0,0.093896713,0.248826291,0.195767196,0.2734375,0.232804232,0.31455399,0.428571428,0.3221122113601217,0.3480805091138156,114.3411957589133,-2.0947544053196907,1.4004338697853527,-5.552909530699253,0.30069552315534503,"Tyler Soderstrom",27467,691016
"Daniel Schneemann","CLE",73,221,5,17,22,3,0.113122171,0.316742081,0.150259067,0.305785123,0.21761658,0.30316742,0.367875647,0.2952188630988695,0.27661662727459524,92.70777985913907,-2.800660490989685,-4.644646628825153,0.11089187860488892,0.28871896547104553,"Daniel Schneemann",25180,682177
"Heston Kjerstad","BAL",39,114,4,8,14,1,0.087719298,0.289473684,0.141414141,0.338709677,0.252525252,0.350877192,0.393939393,0.3265521962727819,0.29483042444501606,114.90811233510345,-0.19077707827091217,1.753835610734561,-2.7870835065841675,0.28375390744214246,"Heston Kjerstad",31166,677008
"Bo Bichette","TOR",81,336,4,29,31,5,0.059523809,0.19047619,0.096463023,0.269387755,0.225080385,0.276785714,0.321543408,0.2636339559483884,0.29914521738841815,69.96437310216606,-0.4099896773695946,-11.957319900190628,3.538009272888303,0.2813181156528818,"Bo Bichette",19612,666182
"TJ Friedl","CIN",85,341,13,35,55,9,0.076246334,0.152492668,0.154882155,0.228813559,0.225589225,0.309734513,0.38047138,0.30498200567071065,0.29237487612391366,89.62800587860605,1.9798721075057983,-2.2495197546888726,-6.720942974090576,0.25113532230464974,"TJ Friedl",19522,670770
"Stuart Fairchild","CIN",94,233,8,33,30,13,0.072961373,0.257510729,0.153110048,0.26056338,0.215311004,0.285714285,0.368421052,0.28830328493407276,0.29272924031753206,78.40208356076944,1.1377755105495453,-4.87990410558811,-0.5126765668392181,0.24769159271812075,"Stuart Fairchild",20321,656413
"Nick Castellanos","PHI",162,659,23,80,86,6,0.062215477,0.210925644,0.176567657,0.293721973,0.254125412,0.311077389,0.430693069,0.32075803446806006,0.33256378408218124,103.62383022026127,-3.869409814476967,-1.0136969276291259,-18.70932626724243,0.23879312623757498,"Nick Castellanos",11737,592206
"Kevin Kiermaier","- - -",116,281,5,31,26,6,0.042704626,0.306049822,0.115830116,0.272189349,0.196911196,0.237226277,0.312741312,0.2408609912343269,0.2329741085276884,53.45691224778138,-0.09070578962564468,-15.200901313778221,8.078752934932709,0.22870790556496828,"Kevin Kiermaier",11038,595281
"Romy Gonzalez","BOS",89,216,6,25,29,11,0.055555555,0.268518518,0.150753769,0.338129496,0.266331658,0.305555555,0.417085427,0.31094158440828323,0.313142423276548,98.08664193791407,-0.3111855462193489,-0.7840706233622079,-4.194308191537857,0.2256735259271323,"Romy Gonzalez",21562,663853
"Derek Hill","- - -",53,172,7,19,25,6,0.029069767,0.325581395,0.179012346,0.32,0.24074074,0.270588235,0.419753086,0.29620820178705104,0.29355904915753533,89.3041858630786,0.29443591088056564,-1.9360458408107877,-1.618177369236946,0.22563144617801117,"Derek Hill",16947,656537
"Amed Rosario","- - -",103,346,3,29,32,13,0.02601156,0.210982658,0.099397591,0.350194552,0.280120481,0.306358381,0.379518072,0.2989004953748229,0.2796038940462763,96.32059582830404,0.688652753829956,-1.0607961432046742,-8.34003646671772,0.2162016946718817,"Amed Rosario",15518,642708
"Rhys Hoskins","MIL",131,517,26,59,82,3,0.102514506,0.28820116,0.204899777,0.25,0.213808463,0.302912621,0.41870824,0.31343205418104325,0.3011909811413242,101.30339025356159,-3.317597083747387,-2.511798876928455,-12.708724021911621,0.21342876720495219,"Rhys Hoskins",16472,656555
"Christian Bethancourt","- - -",62,147,5,18,22,3,0.034013605,0.244897959,0.158273381,0.244897959,0.208633093,0.24137931,0.366906474,0.26333866324918026,0.266568382581075,66.05550029890763,0.4777077632024884,-5.4891822308260245,2.6295794248580933,0.21230571439426646,"Christian Bethancourt",10028,542194
"Luis Urías","SEA",41,109,4,11,16,0,0.082568807,0.311926605,0.20212766,0.25,0.191489361,0.302752293,0.393617021,0.30894377034738524,0.31796635618997277,108.0104037832292,-0.41798660159111023,0.5810617638489992,-2.2996191680431366,0.19585102173185134,"Luis Urias",16622,649966
"Dominic Smith","- - -",93,307,6,33,34,1,0.091205211,0.247557003,0.145454546,0.300518134,0.232727272,0.312703583,0.378181818,0.30558141900972746,0.3024001074772255,94.0736289712792,-1.8784941351041198,-4.032151664814688,-4.270106226205826,0.1948956885918146,"Dominic Smith",15653,642086
"Ezequiel Duran","TEX",92,285,3,26,20,1,0.049122807,0.221052631,0.074626866,0.310344827,0.246268656,0.287719298,0.320895522,0.26977162068350274,0.25058480383644643,75.01203492701757,-0.9142723679542542,-9.062841559864973,1.3663983345031738,0.18129232835352244,"Ezequiel Duran",23733,677649
"Kyle McCann","OAK",54,157,5,13,15,0,0.101910828,0.375796178,0.135714286,0.368421052,0.235714285,0.318471337,0.371428571,0.30438493536068845,0.27423819517477965,101.87146780041243,-2.7388543486595154,-2.402662159584481,-1.1156500577926636,0.1743829168026907,"Kyle McCann",25575,668832
"Reese McGuire","BOS",53,158,3,10,18,3,0.082278481,0.246835443,0.086330935,0.26,0.208633093,0.280254777,0.294964028,0.2585388627021935,0.28230826059977215,61.225497339000036,-0.24931135773658752,-7.259164675717326,3.69130802154541,0.17269121498164225,"Reese McGuire",15674,624512
"Jose Herrera","ARI",42,114,1,11,13,0,0.078947368,0.236842105,0.092783505,0.3,0.226804123,0.289719626,0.319587628,0.27071823862111455,0.2523413064344874,70.48404607100221,-0.27667032927274704,-4.300345930070153,2.1155200004577637,0.1680353627158003,"Jose Herrera",17040,645444
"Austin Hays","- - -",85,255,5,26,20,2,0.035294117,0.231372549,0.140425532,0.317919075,0.255319148,0.303149606,0.39574468,0.3032646808228474,0.28658564885457355,96.58123703774069,-0.13000633846968412,-1.195434940073785,-5.764068961143494,0.156903007161925,"Austin Hays",19363,669720
"James McCann","BAL",66,233,8,27,31,1,0.055793991,0.240343347,0.154205608,0.272727272,0.233644859,0.278969957,0.387850467,0.2883366561242951,0.3133769840389103,88.02652096968251,-1.5045918673276901,-4.6967315444661795,-1.571892499923706,0.1506472251361809,"James McCann",12859,543510
"Oliver Dunn","MIL",41,104,1,11,7,3,0.057692307,0.384615384,0.094736842,0.37037037,0.221052631,0.281553398,0.315789473,0.2662219329945092,0.26300165491196714,69.52774262301567,0.8211795836687088,-2.9684717230685465,0.9001886248588562,0.14553837645594553,"Oliver Dunn",26295,686554
"Mickey Moniak","LAA",124,418,14,48,49,8,0.050239234,0.272727272,0.160714285,0.271698113,0.219387755,0.265550239,0.38010204,0.28058166652204886,0.2825695925193439,80.19180416149416,-1.3060431629419327,-10.779899838831692,-1.8411190211772919,0.12823630922405074,"Mickey Moniak",19956,666160
"Tomás Nido","- - -",49,140,4,14,12,0,0.035714285,0.25,0.123076923,0.225806451,0.192307692,0.218978102,0.315384615,0.2310289388155415,0.2818223020456133,47.7713624323561,-0.6279620230197906,-9.371717765716594,5.924273602664471,0.1274215079764094,"Tomas Nido",13755,621512
"Luis Guillorme","- - -",79,187,0,14,10,4,0.122994652,0.192513368,0.068322981,0.259842519,0.204968944,0.301075268,0.273291925,0.26349073263906664,0.27886028187249295,67.41718170375304,0.07237641513347626,-7.04890429380506,2.0366690531373024,0.1248213907950674,"Luis Guillorme",16451,641645
"Jo Adell","LAA",130,451,20,54,62,15,0.077605321,0.279379157,0.195061728,0.244274809,0.207407407,0.28,0.402469135,0.2959931448998058,0.31210942974005046,91.03255278046367,-3.067366734147072,-7.694915226493715,-6.071675419807434,0.12295371517477727,"Jo Adell",20220,666176
"Ke'Bryan Hayes","PIT",96,396,4,38,25,11,0.058080808,0.189393939,0.057534246,0.279310344,0.232876712,0.282828282,0.290410958,0.25572980929024614,0.27859198106760896,59.87242412202396,0.4137403219938278,-18.58826323009083,6.487811207771301,0.11781009351296334,"Ke'Bryan Hayes",18577,663647
"Hunter Renfroe","KCR",120,424,15,44,52,1,0.08490566,0.198113207,0.163636364,0.2543554,0.228571428,0.297169811,0.392207792,0.3020456982952244,0.29133514188370613,93.50520000660214,-3.655677206814289,-6.80659625421945,-6.202585816383362,0.10869850487339627,"Hunter Renfroe",15464,592669
"Evan Carter","TEX",45,162,5,23,15,2,0.092592592,0.265432098,0.173611111,0.226804123,0.1875,0.271604938,0.361111111,0.2782459454036053,0.28085400145730854,80.97304799496192,1.182108722627163,-2.344764466317467,-1.9771397337317467,0.10851543694181151,"Evan Carter",27790,694497
"Jung Hoo Lee","SFG",37,158,2,15,8,2,0.063291139,0.082278481,0.068965517,0.272727272,0.262068965,0.310126582,0.331034482,0.28445094107072566,0.3185573504988555,83.4886187539116,-0.16160685569047928,-3.2812274354553015,-0.9603107571601868,0.10756915704058335,"Jung Hoo Lee",33824,808982
"Kody Clemens","PHI",44,120,5,17,18,0,0.041666666,0.241666666,0.228070176,0.25,0.219298245,0.258333333,0.447368421,0.3009244292974472,0.2511487325032552,90.2744544231805,-0.16277606040239334,-1.5583617382192798,-1.4535677433013916,0.10333394491328851,"Kody Clemens",20572,665019
"Cavan Biggio","- - -",78,224,5,27,19,2,0.107142857,0.321428571,0.106382979,0.288288288,0.19680851,0.313636363,0.303191489,0.2846688582138582,0.2561212745579806,83.42221443306528,0.4140286110341549,-3.930322507404238,-2.544048899784684,0.10119368907614242,"Cavan Biggio",19252,624415
"Lenyn Sosa","CHW",100,369,8,28,35,3,0.032520325,0.208672086,0.105413105,0.303370786,0.253561253,0.283378746,0.358974358,0.27978696946889325,0.3158384140223673,80.51829746325512,-0.7278730571269989,-8.953308182812329,-2.3506479263305664,0.09642793874257215,"Lenyn Sosa",22896,672820
"Jake Bauers","MIL",117,346,12,45,43,13,0.112716763,0.341040462,0.162251656,0.279069767,0.198675496,0.300578034,0.360927152,0.2941344585971556,0.3019911171733469,88.31478564973997,1.064423605799675,-3.77032688932594,-6.869578421115875,0.09598571543778434,"Jake Bauers",15194,641343
"Connor Norby","- - -",45,194,9,32,20,3,0.077319587,0.329896907,0.202247191,0.311320754,0.235955056,0.293814432,0.438202247,0.3156419227418211,0.3158864114702362,101.08584793810421,-1.9282125011086464,-1.611971202860811,-4.027966272085905,0.08656328421310588,"Connor Norby",29592,681393
"Spencer Torkelson","DET",92,381,10,45,37,0,0.086614173,0.275590551,0.15497076,0.285087719,0.219298245,0.294736842,0.374269005,0.29464481692565114,0.2823094161099227,91.0544693313274,-1.229506015777588,-5.129255344869078,-6.668190002441406,0.08656311214641121,"Spencer Torkelson",27465,679529
"Brooks Baldwin","CHW",33,121,2,9,8,4,0.049586776,0.256198347,0.105263158,0.271604938,0.210526315,0.25,0.315789473,0.2489004562298457,0.2622315565745036,58.79209329686928,1.2762829512357712,-4.4289256896449904,1.106978327035904,0.07135816868136041,"Brooks Baldwin",31394,681460
"Estevan Florial","CLE",36,111,3,11,11,2,0.099099099,0.369369369,0.193877551,0.259259259,0.173469387,0.263636363,0.367346938,0.27678382179953837,0.24686029607599433,79.74019533494386,0.9408817738294601,-1.6322607377707197,-1.4215373992919922,0.06480066063843765,"Estevan Florial",19151,664314
"Andrés Chaparro","WSN",33,132,4,12,15,1,0.053030303,0.181818181,0.198347107,0.236559139,0.214876033,0.28030303,0.41322314,0.301315063328454,0.30052034782640863,92.29802910332417,-0.911889560520649,-2.1276194348405895,-1.7020316123962402,0.06032143651579014,"Andres Chaparro",21797,665953
"Dominic Canzone","SEA",67,188,8,20,17,1,0.09574468,0.281914893,0.184523809,0.229357798,0.196428571,0.271276595,0.38095238,0.2799725596622754,0.30679083383211525,87.6314625469511,0.053556881844997406,-2.6070567085653487,-3.062518358230591,0.05838456283799276,"Dominic Canzone",26438,686527
"Joey Loperfido","- - -",81,262,4,24,25,4,0.04961832,0.362595419,0.135802469,0.331034482,0.213991769,0.264367816,0.349794238,0.26834626718499194,0.2539519971357908,73.38211707578785,-0.4367915987968445,-8.416378508855553,0.2699565291404724,0.056041436371241676,"Joey Loperfido",29630,694388
"Jacob Wilson","OAK",28,103,0,11,3,0,0.077669902,0.097087378,0.065217391,0.277108433,0.25,0.31372549,0.315217391,0.2811220545394748,0.28731607923320696,85.50788236400159,-0.2694365717470646,-1.9773847237813733,-1.0129748582839966,0.043951369568523246,"Jacob Wilson",33266,805779
"Charlie Blackmon","COL",124,499,12,59,52,6,0.086172344,0.172344689,0.155902005,0.292613636,0.256124721,0.328657314,0.412026726,0.32288467776127744,0.3046108338891006,93.23464055341914,-0.485551193356514,-4.522495015259065,-11.912301182746887,0.02586150025254086,"Charlie Blackmon",7859,453568
"José Tena","- - -",44,168,3,14,15,6,0.041666666,0.244047619,0.086956522,0.341880341,0.267080745,0.297619047,0.354037267,0.2863384158838363,0.3047645508524883,82.46790122215829,0.44503516890108585,-3.1042567007843527,-2.2700819335877895,0.02499659901183341,"Jose Tena",23691,677588
"Kyle Manzardo","CLE",53,156,5,11,15,0,0.057692307,0.262820512,0.186206897,0.29,0.234482758,0.282051282,0.420689655,0.30264653723973495,0.2710408430833083,97.93255753530006,0.0035612210631370544,-0.36547044850228605,-4.577830109745264,0.02378822114459278,"Kyle Manzardo",29794,700932
"Ildemaro Vargas","WSN",97,303,1,21,30,9,0.06270627,0.102310231,0.069852941,0.269387755,0.246323529,0.295302013,0.31617647,0.27094010958735576,0.2799962104771675,71.85360314945534,-0.7373582348227501,-10.935633256174414,0.9658160209655762,0.016697849738105994,"Ildemaro Vargas",13324,545121
"Santiago Espinal","CIN",118,391,9,32,45,11,0.061381074,0.138107416,0.109243697,0.265100671,0.246498599,0.294573643,0.355742296,0.28462399411077943,0.28831709234208025,75.92566863547545,0.8657260537147522,-10.390486249815856,-2.5418354123830795,0.014629853150313968,"Santiago Espinal",19997,669289
"Edouard Julien","MIN",94,301,8,36,21,6,0.109634551,0.338870431,0.12406015,0.288461538,0.19924812,0.292358803,0.32330827,0.2777747092056908,0.2853352610270182,79.06664780623225,-0.242891825735569,-7.452487065189214,-2.6742583513259888,-0.014901602162900873,"Edouard Julien",27534,666397
"Willie Calhoun","LAA",68,254,5,26,20,0,0.090551181,0.122047244,0.135371179,0.262886597,0.244541484,0.314960629,0.379912663,0.3045855199866615,0.30486985157600976,97.07660488716728,-1.8041621297597885,-2.65378626440269,-6.011698782444,-0.02496729971300371,"Willie Calhoun",17838,641432
"Cristian Pache","- - -",88,183,1,13,16,1,0.092896174,0.349726775,0.078787878,0.316831683,0.2,0.273224043,0.278787878,0.2495609665177559,0.253648268905553,55.86544987885788,0.28358434652909636,-9.395420579637484,2.9231640305370092,-0.036509398352562804,"Cristian Pache",19948,665506
"Angel Martínez","CLE",43,169,3,16,11,3,0.088757396,0.195266272,0.105960265,0.273504273,0.231788079,0.297619047,0.337748344,0.28160526709897177,0.27134502501714797,83.13169842050814,0.6462516039609909,-2.6155960174234743,-3.3510149717330933,-0.03737020020028642,"Angel Martinez",26540,682657
"Jackson Holliday","BAL",60,208,5,28,23,4,0.072115384,0.331730769,0.121052631,0.264957264,0.189473684,0.254807692,0.310526315,0.25127773388073993,0.25812187561622035,61.958518258654415,0.8026342839002609,-8.25107128675764,0.8479749858379364,-0.05214687191765688,"Jackson Holliday",31781,702616
"Tommy Pham","- - -",116,478,9,49,39,7,0.073221757,0.221757322,0.120454546,0.306748466,0.247727272,0.30543933,0.368181818,0.29656240730604866,0.31895591927774297,91.57355973110121,-3.17729052901268,-7.849037378982693,-8.594581723213196,-0.058874319321628565,"Tommy Pham",2967,502054
"Anthony Rendon","LAA",57,238,0,21,14,6,0.096638655,0.147058823,0.04854369,0.257142857,0.218446601,0.306722689,0.266990291,0.2640979117205163,0.285890184877291,68.59679440837049,1.1777667626738548,-7.374013769960364,-1.1659593507647514,-0.06680687494371612,"Anthony Rendon",12861,543685
"Jonah Heim","TEX",131,491,13,45,59,1,0.052953156,0.183299389,0.11546841,0.245810055,0.220043572,0.266802443,0.335511982,0.2652030060344704,0.2771330230090083,71.79837808416835,-2.882459558546543,-18.726326461411166,1.7483619451522827,-0.07170428197841383,"Jonah Heim",16930,641680
"Blaze Alexander","ARI",61,185,3,19,21,3,0.081081081,0.264864864,0.096385542,0.333333333,0.246987951,0.320652173,0.343373493,0.29761154982058896,0.25836706161499023,88.58508794116928,0.0620899423956871,-2.463167052655269,-4.493744850158691,-0.07962865845512114,"Blaze Alexander",23789,677942
"Josh Bell","- - -",145,603,19,62,71,0,0.084577114,0.199004975,0.156133829,0.286069651,0.249070631,0.319397993,0.40520446,0.31676103881056383,0.30693890350033537,101.26102942108088,-4.099624589085579,-3.190331656163341,-17.82397484779358,-0.08795396778460152,"Josh Bell",13145,605137
"Jerar Encarnacion","SFG",35,119,5,13,19,1,0.042016806,0.285714285,0.176991151,0.306666666,0.24778761,0.277310924,0.424778761,0.301149013162661,0.3517089455814685,94.7275658603243,-1.1397287175059319,-1.8900018754647554,-2.9577842950820923,-0.0897224923054622,"Jerar Encarnacion",21871,666464
"Jon Singleton","HOU",119,405,13,46,42,0,0.116049382,0.274074074,0.152112676,0.299145299,0.233802816,0.320987654,0.385915492,0.31187060688748774,0.31103265729198976,103.9943977513208,-3.955697186291218,-2.104673657748151,-12.349609851837158,-0.10562585813892922,"Jon Singleton",10441,572138
"Alex Jackson","TBR",58,155,3,17,12,1,0.077419354,0.341935483,0.115107913,0.166666666,0.122302158,0.201298701,0.237410071,0.20007716874023537,0.2227659597025289,28.57919694455111,0.610544316470623,-12.056113388633165,5.814653992652893,-0.11370781138477443,"Alex Jackson",17276,656577
"Andrew Vaughn","CHW",149,619,19,55,70,2,0.061389337,0.213247172,0.15614035,0.285377358,0.245614035,0.297253634,0.401754385,0.3037608829183994,0.32001478077910095,97.38203777087736,-2.471050903201103,-4.325263951098732,-17.505125522613525,-0.1344344186030879,"Andrew Vaughn",26197,683734
"Andrew Benintendi","CHW",135,522,20,50,64,3,0.078544061,0.183908045,0.167714885,0.244505494,0.22851153,0.28927203,0.396226415,0.29789751367697104,0.30277005709134613,93.25762410669167,-1.9013055860996246,-5.928374592016297,-12.77537202835083,-0.14375995058437452,"Andrew Benintendi",17901,643217
"Matt Thaiss","LAA",57,186,2,14,16,3,0.150537634,0.311827956,0.095541401,0.306122448,0.203821656,0.322580645,0.299363057,0.28602592823325945,0.2911164888771631,84.0214090300509,-1.3612743094563484,-4.761885903292518,-2.831158995628357,-0.14711730460289935,"Matt Thaiss",19318,642136
"Adolis García","TEX",154,637,25,68,85,11,0.070643642,0.277864992,0.175862069,0.2734375,0.224137931,0.284144427,0.4,0.2958071366069824,0.30619366763142003,93.32594851618873,-0.7108884528279305,-5.575347955755502,-17.00721263885498,-0.15046451198425903,"Adolis Garcia",19287,666969
"Danny Mendick","CHW",47,141,3,13,8,6,0.042553191,0.24822695,0.121212122,0.244680851,0.196969696,0.242857142,0.318181818,0.24723211441721235,0.2563797814505441,57.618547595544655,0.8929847478866577,-5.9445658928012985,-0.18991386890411377,-0.15061108939187995,"Danny Mendick",18889,664901
"Taylor Walls","TBR",84,252,1,27,14,16,0.123015873,0.265873015,0.064220184,0.25490196,0.183486238,0.281746031,0.247706422,0.24518908820455038,0.25243277776808964,60.31184235627667,1.1944841891527176,-10.249232229843585,0.29691529273986816,-0.1647186459487192,"Taylor Walls",22458,670764
"Austin Slater","- - -",84,212,2,24,18,3,0.122641509,0.283018867,0.056497175,0.294117647,0.209039548,0.320754716,0.265536723,0.2734358378176419,0.3032045566810752,76.23802172271711,-0.7516439938917756,-6.77939343611955,-1.999939203262329,-0.1768314391132337,"Austin Slater",16153,596103
"Joey Gallo","WSN",76,260,10,24,27,3,0.123076923,0.392307692,0.174887892,0.232142857,0.161434977,0.276923076,0.336322869,0.27580061348584983,0.2838178656736396,75.12505544196704,-0.9386165514588356,-8.672484523820348,-1.825080394744873,-0.18629977352702565,"Joey Gallo",14128,608336
"Anthony Rizzo","NYY",92,375,8,38,35,0,0.072,0.173333333,0.106824926,0.259398496,0.228486646,0.301333333,0.335311572,0.2847893614768982,0.29653936767578126,85.50623804424333,-2.807470642030239,-9.026434019559197,-5.232619762420654,-0.1882170288676568,"Anthony Rizzo",3473,519203
"Manuel Margot","MIN",129,343,4,37,31,5,0.061224489,0.157434402,0.098412698,0.273076923,0.238095238,0.289473684,0.336507936,0.2762483206757328,0.30769213508157167,77.9929549428639,0.8947610780596733,-7.742209895205123,-5.46225643157959,-0.18890595483730135,"Manuel Margot",14712,622534
"Alek Thomas","ARI",39,103,3,13,17,4,0.067961165,0.165048543,0.168421052,0.2,0.189473684,0.245098039,0.357894736,0.26245375941781435,0.3373717513738894,64.92148506895703,0.8325527906417847,-3.488003901154345,-1.7952802777290344,-0.1899529623050611,"Alek Thomas",23792,677950
"Nick Loftin","KCR",57,171,1,15,14,1,0.111111111,0.140350877,0.047297297,0.216,0.189189189,0.282352941,0.236486486,0.24212010432692135,0.2826981264002183,51.35231342886685,0.11101127415895462,-9.407387816606645,1.8314081206917763,-0.1967318760533665,"Nick Loftin",27630,679845
"Niko Kavadas","LAA",30,106,4,11,8,1,0.103773584,0.386792452,0.150537635,0.270833333,0.182795698,0.283018867,0.333333333,0.2776129853050664,0.2917530671605524,78.1035731680541,-0.612325593829155,-3.2680605065680375,-2.196641445159912,-0.2013176872172311,"Niko Kavadas",29782,694359
"Matt Carpenter","STL",59,157,4,15,15,0,0.095541401,0.324840764,0.138686131,0.333333333,0.233576642,0.314102564,0.372262773,0.3030310074488322,0.2870477205747134,95.34521204540093,-2.2041785269975662,-3.0780767144823153,-4.171164616942406,-0.20651292093656576,"Matt Carpenter",8090,572761
"Patrick Wisdom","CHC",75,174,8,16,23,5,0.057471264,0.339080459,0.221518988,0.206521739,0.170886075,0.236994219,0.392405063,0.27137000092192193,0.28831442012343295,74.25506799173954,0.6975138410925865,-4.659247304057387,-3.188511371612549,-0.2096198823812244,"Patrick Wisdom",13602,621550
"Austin Martin","MIN",93,257,1,41,16,7,0.077821011,0.182879377,0.098712446,0.313513513,0.253218884,0.317647058,0.35193133,0.2973696701666888,0.2966980578852635,92.85014350793517,0.9460931643843651,-1.1564070835280784,-9.412183046340942,-0.21124026647900856,"Austin Martin",27462,668885
"DJ Stewart","NYM",74,194,5,16,19,1,0.159793814,0.24742268,0.120253165,0.216981132,0.177215189,0.324742268,0.297468354,0.29001115462214677,0.3263669977534003,87.78243038724976,0.014813482761383057,-2.8194996985349183,-5.716048717498779,-0.21158671462577827,"DJ Stewart",17766,621466
"Chas McCormick","HOU",94,267,5,32,27,8,0.063670411,0.269662921,0.095041322,0.273809523,0.210743801,0.270676691,0.305785123,0.25694491854287627,0.2845601246769267,65.35854689569,-0.5227077901363373,-11.105809496007897,0.06982111930847168,-0.22526074497676934,"Chas McCormick",19599,676801
"MJ Melendez","KCR",135,451,17,44,44,4,0.077605321,0.250554323,0.194174757,0.241134751,0.206310679,0.273333333,0.400485436,0.29195600084313306,0.3169933727809361,86.40790077037542,-1.215411253273487,-8.229458479650972,-9.018385887145996,-0.23658226519497483,"MJ Melendez",22197,669004
"Andruw Monasterio","MIL",59,142,1,14,16,6,0.112676056,0.28169014,0.064,0.297619047,0.208,0.302816901,0.272,0.26550943372954783,0.29136117747132206,69.04818177861577,0.9463624432682991,-4.309400819296836,-2.781450316309929,-0.24195463905379921,"Andruw Monasterio",19455,655316
"Gabriel Arias","CLE",53,161,3,15,15,5,0.03726708,0.329192546,0.130718954,0.31632653,0.222222222,0.254658385,0.352941176,0.26335191208383313,0.2744408601559467,70.29191573895045,-0.9979775696992874,-6.470734132529144,-1.2388796508312225,-0.2447846524481076,"Gabriel Arias",22563,672356
