Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Joey Bart","PIT",80,282,13,38,45,0,0.078014184,0.258865248,0.197628458,0.321428571,0.264822134,0.336879432,0.462450592,0.3469483698090763,0.3302679879324777,121.26876803225169,-1.4904464557766914,5.6817590897109245,-2.187814950942993,1.3346846990438235,"Joey Bart",21524,663698
"Max Schuemann","OAK",133,459,7,55,34,14,0.102396514,0.259259259,0.088383839,0.291970802,0.219696969,0.310572687,0.308080808,0.28090951227406574,0.2959196115905493,85.35837579404581,2.2328650057315826,-5.456802273394853,3.1379261016845703,1.3326487560712188,"Max Schuemann",24488,680474
"Michael Conforto","SFG",130,488,20,56,66,0,0.086065573,0.241803278,0.212328767,0.277227722,0.237442922,0.309426229,0.449771689,0.32669340829829663,0.35042542133134663,111.9206947565261,-1.7384043633937836,5.21796564290317,-8.74632453918457,1.3208224500185524,"Michael Conforto",16376,624424
"James Wood","WSN",79,336,9,43,41,14,0.116071428,0.288690476,0.162711865,0.365079365,0.264406779,0.354166666,0.427118644,0.34206041827130673,0.3480100803032607,119.72244591704136,0.35642844438552856,8.280736231605651,-6.826903820037842,1.3104662243030565,"James Wood",29518,695578
"Ozzie Albies","ATL",99,435,10,52,53,8,0.062068965,0.149425287,0.152882205,0.274390243,0.250626566,0.303448275,0.403508771,0.3070691708860726,0.30160251740486393,95.45276328852754,0.30120663344860077,-2.0641580260890136,0.113913893699646,1.300780253841364,"Ozzie Albies",16556,645277
"Richie Palacios","TBR",92,316,5,46,21,19,0.142405063,0.212025316,0.09469697,0.279792746,0.223484848,0.346031746,0.318181818,0.30282458691551284,0.3250275391798753,100.85382916243945,3.05692445486784,3.3656436789230293,-1.2774270176887512,1.298008975092513,"Richie Palacios",24589,680700
"Jeff McNeil","NYM",129,472,12,57,44,5,0.074152542,0.144067796,0.146226415,0.256484149,0.238207547,0.307855626,0.384433962,0.3035550645057191,0.2879663345661569,96.898410121761,-1.9347226917743683,-3.685325632741823,0.05006515979766846,1.254528673432672,"Jeff McNeil",15362,643446
"Andy Pages","LAD",116,443,13,65,46,1,0.065462753,0.243792325,0.158808933,0.304195804,0.248138957,0.305429864,0.40694789,0.3098208853022545,0.32128659467762316,98.36009875675849,-0.5299074351787567,-1.3986332072712244,-1.2694954425096512,1.2542653830088066,"Andy Pages",24816,681624
"Maikel Garcia","KCR",157,626,7,84,58,37,0.067092651,0.164536741,0.100869566,0.268085106,0.231304347,0.281350482,0.332173913,0.27008225181861706,0.3001840965540846,71.02145900814651,8.067905500531197,-12.688705986284507,4.060036301612854,1.252985173728789,"Maikel Garcia",22715,672580
"Harrison Bader","NYM",143,437,12,57,51,17,0.048054919,0.217391304,0.136815921,0.275747508,0.236318407,0.28375286,0.373134328,0.2853290042199126,0.2951038229054418,84.63102222316633,-1.6502296477556229,-9.681563955340875,6.987314343452454,1.2308477101756337,"Harrison Bader",18030,664056
"Leody Taveras","TEX",151,529,12,59,44,23,0.079395085,0.211720226,0.122916667,0.272222222,0.229166666,0.288973384,0.352083333,0.28214366399743257,0.2952270215498533,83.7147828517651,1.5941677242517471,-8.263060985256596,2.136800765991211,1.17919023470866,"Leody Taveras",18900,665750
"Alex Call","WSN",30,113,3,15,14,5,0.10619469,0.168141592,0.181818182,0.402597402,0.343434343,0.424778761,0.525252525,0.4119153708483266,0.31402614897331305,166.7396172893743,0.3635608069598675,9.381835088237967,-1.8337832689285278,1.1697715524454093,"Alex Call",19296,669743
"Justin Turner","- - -",139,539,11,59,55,0,0.109461966,0.176252319,0.123913043,0.299168975,0.258695652,0.354359925,0.382608695,0.32655321508368523,0.3284021729197582,116.4207925926043,-4.560688182711601,5.566490862084429,-12.275818359106779,1.1532237213132541,"Justin Turner",5235,457759
"Royce Lewis","MIN",82,325,16,40,47,0,0.086153846,0.227692307,0.219178082,0.251207729,0.232876712,0.295384615,0.452054794,0.3174114555766339,0.3187372906607871,106.9479446519269,-1.129963830113411,1.4537554054551811,-1.0995876789093018,1.14974655424794,"Royce Lewis",20437,668904
"Paul Goldschmidt","STL",154,654,22,70,65,11,0.071865443,0.264525993,0.168614357,0.307881773,0.245409015,0.301538461,0.414023372,0.30982255549342547,0.3289044501242623,99.91638941387744,-0.06034332513809204,-0.12573166340018505,-10.627460598945618,1.147910267086352,"Paul Goldschmidt",9218,502671
"Johan Rojas","PHI",120,363,3,47,32,25,0.035812672,0.190082644,0.079881657,0.296992481,0.24260355,0.278873239,0.322485207,0.26546722213986895,0.2495421718543684,66.40932355111987,4.770957373082638,-9.810020777152419,8.474336504936218,1.1156110908305952,"Johan Rojas",24336,679032
"Luis Arraez","- - -",150,672,4,83,46,9,0.035714285,0.043154761,0.078492936,0.323966942,0.313971742,0.346268656,0.392464678,0.3227873320343612,0.3250618953218703,109.19890671235726,-0.9959121011197567,6.396169834484219,-18.097387373447418,1.112160246442261,"Luis Arraez",18568,650333
"Connor Wong","BOS",126,487,13,54,52,8,0.057494866,0.234086242,0.14541387,0.347826086,0.279642058,0.333333333,0.425055928,0.3301827815390125,0.2875988883261355,111.62129293695938,-0.20134911686182022,6.274385121065798,-11.657603740692139,1.1120742088669697,"Connor Wong",19896,657136
"Mauricio Dubón","HOU",137,428,4,45,47,3,0.037383177,0.128504672,0.092039801,0.298850574,0.268656716,0.296470588,0.360696517,0.2863087520879858,0.2718640230507997,86.01366706970452,-1.596193678677082,-8.445604859245822,4.9880006313323975,1.1088643189407936,"Mauricio Dubon",16530,643289
"Brayan Rocchio","CLE",143,442,8,50,36,10,0.099547511,0.203619909,0.109660574,0.244827586,0.206266318,0.297727272,0.315926892,0.2758581871866908,0.2753474266017409,79.0890850452665,-2.2105245888233185,-12.786024659075606,8.7129385471344,1.0932506391034411,"Brayan Rocchio",23690,677587
"Jorge Soler","- - -",142,574,21,84,64,1,0.118466898,0.245644599,0.200811359,0.292537313,0.24137931,0.338003502,0.442190669,0.33977710313429554,0.34693167167797423,119.74131207432653,-4.401759184896946,9.148549559769819,-17.950393319129944,1.0731749878137642,"Jorge Soler",14221,624585
"Michael Siani","STL",124,334,2,42,20,20,0.062874251,0.275449101,0.05704698,0.321951219,0.228187919,0.284829721,0.285234899,0.25681112332978856,0.24294183558764115,64.23606183821379,2.8258491829037666,-11.45825754453785,10.650656580924988,1.0700038666443523,"Michael Siani",22557,672279
"Mike Tauchman","CHC",109,350,7,50,29,6,0.134285714,0.2,0.117449665,0.301801801,0.248322147,0.357142857,0.365771812,0.3253509421007974,0.327105809077834,110.58794159076831,0.03950173407793045,4.470900838052068,-5.820734977722168,1.0692564797731725,"Mike Tauchman",15274,643565
"Jose Miranda","MIN",121,429,9,44,49,2,0.041958041,0.153846153,0.157107232,0.318181818,0.284289276,0.321678321,0.441396508,0.3278782245154693,0.30569247664692245,114.31048367235714,-3.5685673654079437,3.455961671403367,-7.425918340682983,1.0593748571728328,"Jose Miranda",20538,669304
"Jonah Bride","MIA",71,272,11,30,39,0,0.110294117,0.202205882,0.185344828,0.306358381,0.275862068,0.356617647,0.461206896,0.3511037305272373,0.29691283729243545,124.13348039312453,-1.6665391102433205,6.18310824098967,-5.077963829040527,1.0534416215327012,"Jonah Bride",24703,681146
"George Springer","TOR",145,614,19,74,56,16,0.097719869,0.187296416,0.150458715,0.244552058,0.220183486,0.303425774,0.370642201,0.2983212936760745,0.3215033109070825,94.36415483302636,3.4544323161244392,-0.5050009882758415,-9.664510726928711,1.0527488856653444,"George Springer",12856,543807
"Wenceel Pérez","DET",112,425,9,51,37,9,0.075294117,0.216470588,0.141388175,0.294117647,0.241645244,0.300236406,0.383033419,0.29876415132067163,0.29199612996224583,93.95209326845361,1.5329318791627884,-1.4080992578333849,-2.853030025959015,1.015602670128822,"Wenceel Perez",22857,672761
"Zach McKinstry","DET",118,325,4,32,23,16,0.073846153,0.212307692,0.121212121,0.265486725,0.215488215,0.276923076,0.336700336,0.27027658737622773,0.29451090023841386,73.91335902643186,5.034310422837734,-4.666480163639841,3.7048499584198,1.0138539312596406,"Zach McKinstry",19392,656716
"Tyrone Taylor","NYM",130,345,7,47,35,11,0.055072463,0.231884057,0.153605016,0.309012875,0.247648902,0.299418604,0.401253918,0.3036750242244398,0.3013391300123565,96.9791512352368,0.5152908563613892,-0.7309711716406977,-1.1169949769973755,1.0005439042088626,"Tyrone Taylor",13675,621438
"Ceddanne Rafaela","BOS",152,571,15,70,75,19,0.026269702,0.264448336,0.143382353,0.312335958,0.246323529,0.274165202,0.389705882,0.28604016988210273,0.2731288318902674,80.57047843184242,0.5794920772314072,-12.114663665374252,2.861767053604126,1.0001340020873426,"Ceddanne Rafaela",24262,678882
"Jake Fraley","CIN",116,382,5,44,26,20,0.068062827,0.183246073,0.108571428,0.330935251,0.277142857,0.329842931,0.385714285,0.31398372625181187,0.2845157422517475,95.68678086296877,1.5869236290454865,-0.38334830382045615,-2.849415421485901,0.98529823611384,"Jake Fraley",19260,641584
"Josh Lowe","TBR",106,387,10,37,34,25,0.082687338,0.317829457,0.150141643,0.337837837,0.240793201,0.302325581,0.390934844,0.29874266905821956,0.2947798049169794,97.98252478205855,3.32786163687706,2.4345051791934282,-5.734559893608093,0.9847051348760611,"Josh Lowe",19953,666139
"Max Kepler","MIN",105,399,8,43,42,1,0.055137844,0.200501253,0.127717391,0.300353356,0.252717391,0.301507537,0.380434782,0.2980898906238115,0.30114607377485797,93.3567612855765,-0.8687866628170013,-3.9016885510121835,0.07944011688232422,0.971875774596686,"Max Kepler",12144,596146
"Oswaldo Cabrera","NYY",109,326,8,47,36,4,0.064417177,0.193251533,0.117056856,0.285714285,0.247491638,0.296296296,0.364548494,0.2897587115014041,0.2865153484462951,89.0017803338844,-0.4684031680226326,-4.570874897658971,2.991299331188202,0.9534590724655235,"Oswaldo Cabrera",21707,665828
"Ronald Acuña Jr.","ATL",49,222,4,38,15,16,0.121621621,0.238738738,0.114583333,0.325925925,0.25,0.351351351,0.364583333,0.32185090957461177,0.34973807356476244,105.40188665717932,2.5507915690541267,3.9848264872954635,-2.306722581386566,0.9399492507803485,"Ronald Acuna Jr.",18401,660670
"Mike Trout","LAA",29,126,10,17,14,6,0.126984126,0.214285714,0.321100917,0.194444444,0.220183486,0.325396825,0.541284403,0.365490749835968,0.40522525024414063,139.91858734939663,1.21650742739439,6.971586783486317,-2.2050583213567734,0.9238432633051648,"Mike Trout",10155,545361
"Pavin Smith","ARI",60,158,9,26,36,1,0.11392405,0.196202531,0.277372263,0.28,0.270072992,0.348101265,0.547445255,0.3774610286272025,0.39207820650897446,142.32926055230445,-1.584823690354824,6.412764783745695,-2.7563028931617737,0.9232566739128242,"Pavin Smith",19892,656976
"Jacob Stallings","COL",82,281,9,31,36,0,0.096085409,0.231316725,0.189300412,0.323529411,0.263374485,0.357142857,0.452674897,0.352632313646296,0.318087140575643,113.25683858992303,-3.493344008922577,0.961244298736549,-1.5827980041503906,0.9061920990470927,"Jacob Stallings",13723,607732
"Nicky Lopez","CHW",124,445,1,40,21,5,0.083146067,0.150561797,0.052763819,0.287878787,0.24120603,0.312072892,0.293969849,0.2751438505014146,0.26811327999585294,77.25223276130852,-0.4696582332253456,-12.052213846758608,5.959537982940674,0.8949474002064387,"Nicky Lopez",19339,670032
"Ramón Urías","BAL",100,301,11,39,37,1,0.07641196,0.182724252,0.169117647,0.280193236,0.25367647,0.322259136,0.422794117,0.3252721706102061,0.32776403585541686,114.00771614379178,-0.6235867813229561,4.2007701917549465,-5.596477806568146,0.8868201589367771,"Ramon Urias",18795,602104
"Ramón Laureano","- - -",98,309,11,35,33,8,0.048543689,0.310679611,0.178321679,0.35,0.258741258,0.310679611,0.437062937,0.32408985736686435,0.31139258350755017,107.82528315565115,-0.7660244554281235,2.3372533495224674,-4.121574521064758,0.8804573713878603,"Ramon Laureano",17128,657656
"Masataka Yoshida","BOS",108,421,10,45,56,2,0.064133016,0.123515439,0.134920635,0.301886792,0.28042328,0.349168646,0.415343915,0.33647743681547476,0.32209792329693065,116.04908200576702,-2.5017659068107605,5.2292737208526106,-10.914545546169393,0.854819921332493,"Masataka Yoshida",31837,807799
"Mark Canha","- - -",125,462,7,46,42,7,0.11038961,0.207792207,0.1043257,0.298305084,0.241730279,0.344155844,0.346055979,0.309831370478091,0.2883954670118249,101.45308483241243,0.8569686859846115,1.6602922341778552,-8.801040634512901,0.8473284146441451,"Mark Canha",11445,592192
"Jonny DeLuca","TBR",107,362,6,29,31,16,0.066298342,0.212707182,0.114457832,0.26506024,0.216867469,0.277777777,0.331325301,0.26887733275511805,0.27180997375658295,76.9746373265509,0.6420512273907661,-8.895143662761438,5.059707403182983,0.8437837663088789,"Jonny DeLuca",26365,676356
"Giancarlo Stanton","NYY",114,459,27,49,72,0,0.082788671,0.31154684,0.242206235,0.281124497,0.232613908,0.298474945,0.474820143,0.3298972602485306,0.35187466659209804,117.2360552186267,-4.368723213672638,4.683519076632255,-11.774690628051758,0.8397769243354334,"Giancarlo Stanton",4949,519317
"Jason Heyward","- - -",87,258,10,33,37,5,0.085271317,0.205426356,0.201754386,0.226190476,0.210526315,0.287937743,0.412280701,0.30021066759146897,0.2897141261363593,92.98289463014888,2.636204846203327,0.4596240050952418,-0.940399557352066,0.8395851612838886,"Jason Heyward",4940,518792
"Sean Murphy","ATL",72,264,10,19,25,0,0.102272727,0.253787878,0.158798283,0.222929936,0.193133047,0.284090909,0.35193133,0.28139100781864995,0.3100114142757723,78.16959940495643,-0.3670123815536499,-7.258721147480258,6.482239255681634,0.831484916720673,"Sean Murphy",19352,669221
"Tommy Edman","LAD",37,153,6,20,20,6,0.071895424,0.196078431,0.179856116,0.257142857,0.237410071,0.294117647,0.417266187,0.30703503360935286,0.2661740670796313,96.48502960803003,1.6917480006814003,1.0486541063335664,1.7838131189346313,0.8208897430436691,"Tommy Edman",19470,669242
"Orlando Arcia","ATL",157,602,17,50,46,2,0.068106312,0.212624584,0.136116153,0.249394673,0.217785843,0.271214642,0.353901996,0.2726847584048907,0.2608321582194555,72.30969676962556,-1.103119634091854,-21.03670807143725,8.657413601875305,0.8003971435570608,"Orlando Arcia",13185,606115
"Luis Torrens","NYM",48,130,3,14,15,0,0.069230769,0.215384615,0.144067796,0.272727272,0.228813559,0.292307692,0.372881355,0.29180257182854874,0.3184351114126352,88.98817696190933,-1.0312559381127357,-2.7430986582626327,6.060387969017029,0.7915345571267963,"Luis Torrens",15905,620443
"Donovan Solano","SDP",96,309,8,31,35,2,0.071197411,0.210355987,0.130742049,0.345971563,0.286219081,0.343042071,0.41696113,0.3331028579894007,0.3067352493087967,117.30609269563094,-3.172158233821392,3.222521365808606,-6.008359789848328,0.779362829930176,"Donovan Solano",8623,456781
"Jorge Mateo","BAL",68,208,5,30,18,13,0.048076923,0.23076923,0.171875,0.274647887,0.229166666,0.266990291,0.401041666,0.28582991789845585,0.27063660040134335,86.26323010985783,3.850927621126175,0.5816367211858804,-0.21148782968521118,0.7506562430800274,"Jorge Mateo",17273,622761
"Christian Vázquez","MIN",93,315,7,29,27,3,0.034920634,0.206349206,0.105442177,0.256637168,0.221088435,0.248387096,0.326530612,0.25004671965875935,0.26499237552765875,59.562213707194985,-2.540566846728325,-17.115398056486605,13.93536102771759,0.7504905599748672,"Christian Vazquez",9774,543877
"Brendan Rodgers","COL",135,539,13,67,54,1,0.057513914,0.244897959,0.139720559,0.337988826,0.267465069,0.314126394,0.407185628,0.31360177787322574,0.2959806399237841,86.98661262172003,-0.8733537793159485,-9.261005856638562,-1.5429203510284424,0.7455380296025181,"Brendan Rodgers",17907,663898
"Andy Ibáñez","DET",99,244,5,30,32,2,0.061475409,0.258196721,0.116071429,0.310126582,0.241071428,0.295081967,0.357142857,0.2869353824463047,0.2686855951944987,85.63149567906343,-0.17857225984334946,-4.1900741080689,3.144744873046875,0.7277737403849329,"Andy Ibanez",18819,628451
"Nolan Schanuel","LAA",147,607,13,62,54,10,0.112026359,0.169686985,0.111753372,0.285365853,0.250481695,0.343283582,0.362235067,0.3154721189889544,0.317814704780769,104.7344609478626,-3.485079325735569,-0.19682926293014225,-13.01587438583374,0.7144789861957581,"Nolan Schanuel",33189,694384
"Abraham Toro","OAK",94,364,6,34,26,4,0.054945054,0.17032967,0.109792284,0.278810408,0.240356083,0.292817679,0.350148367,0.2830058539343012,0.2912699522404129,86.83298532864347,0.6162428930401802,-4.867717512516354,-0.46514175459742546,0.6959835881085978,"Abraham Toro",19844,647351
"Sam Hilliard","COL",58,158,10,26,27,5,0.088607594,0.354430379,0.268115942,0.31081081,0.239130434,0.305194805,0.507246376,0.341869484365376,0.2998235049663774,106.01271673336265,0.6901130080223083,1.826141216815448,-0.5515700578689575,0.677260407024549,"Sam Hilliard",17954,656541
"Gio Urshela","- - -",128,461,9,34,52,0,0.04989154,0.156182212,0.111111111,0.278089887,0.25,0.286334056,0.361111111,0.2813197794167892,0.30161941494931277,80.39253823852815,-2.69867904484272,-13.077270512288111,4.285560604184866,0.6748334849594697,"Gio Urshela",10681,570482
"Junior Caminero","TBR",43,177,6,15,18,2,0.062146892,0.214689265,0.175757576,0.289256198,0.248484848,0.299435028,0.424242424,0.3093870064190456,0.30058260073606996,105.46996905675994,-0.12066365033388138,0.987142426955822,-0.4410552680492401,0.6626475590166778,"Junior Caminero",28163,691406
"Dane Myers","MIA",44,108,3,17,19,4,0.074074074,0.333333333,0.178947369,0.379310344,0.263157894,0.333333333,0.442105263,0.3348583391419164,0.31695023289433233,113.19921843178253,0.10984616726636887,1.8144884467812168,0.9762149453163147,0.6611767753843996,"Dane Myers",22054,667472
"Alex Verdugo","NYY",149,621,13,74,61,2,0.078904991,0.149758454,0.123434705,0.252699784,0.232558139,0.290791599,0.355992844,0.2834208144509927,0.30199125215604705,84.54357411821192,-2.509947195649147,-13.492575439468245,-0.7256903648376465,0.6585787015596628,"Alex Verdugo",17027,657077
"Trevor Story","BOS",26,106,2,8,10,6,0.103773584,0.311320754,0.138297873,0.372881355,0.255319148,0.339622641,0.393617021,0.31758052282608473,0.2551381771381085,102.75660679917485,-0.0788452997803688,0.25549312782925737,2.578571915626526,0.6557601264184181,"Trevor Story",12564,596115
"Kevin Pillar","- - -",100,314,8,38,45,12,0.050955414,0.219745222,0.147887324,0.271428571,0.228873239,0.290734824,0.376760563,0.2925059909637744,0.27530995877786946,88.65896514520455,1.4234515130519867,-2.651176255985466,-1.4709569960832596,0.6497678658550189,"Kevin Pillar",12434,607680
"Alec Burleson","STL",152,595,21,71,78,9,0.058823529,0.127731092,0.151736745,0.276315789,0.268738574,0.314189189,0.420475319,0.31856830126127683,0.32870568744206835,105.80287580283529,-3.0504919067025185,1.078286033901473,-14.684154510498047,0.6495460792391152,"Alec Burleson",27615,676475
"Triston Casas","BOS",63,243,13,28,32,0,0.12345679,0.316872427,0.221698113,0.311475409,0.240566037,0.337448559,0.46226415,0.342131487245839,0.3315277099609375,120.02625654361148,-2.191163770854473,3.3769955901315942,-5.289917290210724,0.6347456252620938,"Triston Casas",22514,671213
"Miguel Amaya","CHC",117,363,8,32,47,0,0.063360881,0.170798898,0.125,0.260536398,0.231707317,0.287709497,0.356707317,0.28308923717317636,0.3006229829252436,82.14291729734983,-2.7424784898757935,-10.493847626800779,4.383092820644379,0.6224526474665794,"Miguel Amaya",21693,665804
"Enrique Hernández","LAD",126,393,12,44,42,0,0.06870229,0.195928753,0.143646409,0.257246376,0.229281767,0.280612244,0.372928176,0.2851201274565288,0.28522841784418845,81.73479558475357,0.4714787155389786,-8.11229720291541,0.9327900670468807,0.6156741292232586,"Enrique Hernandez",10472,571771
"Jhonkensy Noel","CLE",67,198,13,25,28,0,0.065656565,0.318181818,0.268156425,0.25,0.217877094,0.287878787,0.486033519,0.3305375124468948,0.3226498112534032,117.55163907618062,-0.5601966083049774,3.4161888538521703,-4.059308767318726,0.6117567901935768,"Jhonkensy Noel",24257,678877
"Starling Marte","NYM",94,370,7,46,40,16,0.072972972,0.218918918,0.119402985,0.333333333,0.268656716,0.326975476,0.388059701,0.31305298876892673,0.33662289478739754,103.29116419703293,2.1173131242394447,3.5734847298698416,-10.158894538879395,0.5976046421354582,"Starling Marte",9241,516782
"J.D. Martinez","NYM",120,495,16,46,69,0,0.098989898,0.284848484,0.170506912,0.308243727,0.235023041,0.3197556,0.405529953,0.3184588671701746,0.35147873236208543,106.92969091321993,-2.310525506734848,1.7913299027556775,-12.638888359069824,0.5890854227635911,"J.D. Martinez",6184,502110
"Nick Fortes","MIA",110,335,4,28,29,0,0.03283582,0.122388059,0.090909091,0.246268656,0.227272727,0.259146341,0.318181818,0.2524887932146468,0.24564590220786744,57.75886790754911,-2.248329572379589,-19.16993797694537,13.454674243927002,0.5666049247692695,"Nick Fortes",21538,663743
"Brett Wisely","SFG",91,272,4,25,31,2,0.047794117,0.238970588,0.107142857,0.301075268,0.238095238,0.277777777,0.345238095,0.2723225388262007,0.2554235565528441,75.32537268807702,-1.2040505185723305,-9.229711126433832,5.609119653701782,0.5653783487341361,"Brett Wisely",27735,689172
"Luis Robert Jr.","CHW",100,425,14,47,35,23,0.065882352,0.331764705,0.155216285,0.30962343,0.223918575,0.278301886,0.37913486,0.28526280544945415,0.2789472457632033,84.37011231767202,0.928121455013752,-6.672522599516171,-2.058355689048767,0.5539771410913303,"Luis Robert Jr.",20043,673357
"Danny Jansen","- - -",94,324,9,35,24,0,0.12345679,0.188271604,0.143884892,0.227488151,0.205035971,0.308641975,0.348920863,0.2942591960783358,0.2899311136755144,89.97941965064464,-1.088055282831192,-4.802924186946673,-0.6654277741909027,0.5449848053025101,"Danny Jansen",16535,643376
"Connor Joe","PIT",123,416,9,49,36,2,0.10576923,0.21875,0.14010989,0.278195488,0.228021978,0.319711538,0.368131868,0.3049523913716695,0.27724827199742413,93.00259588127506,-0.4008076786994934,-3.8817078738157758,-4.889225363731384,0.5307417647957153,"Connor Joe",16572,656582
"Kyle Farmer","MIN",107,242,5,26,25,3,0.078512396,0.202479338,0.139534884,0.251533742,0.213953488,0.293388429,0.353488372,0.28496870386155315,0.29243075052897133,84.12705056051783,-3.1669066473841667,-7.562106284715761,4.638443827629089,0.5269334795523296,"Kyle Farmer",14813,571657
"Trent Grisham","NYY",76,209,9,21,31,1,0.105263157,0.272727272,0.195530726,0.217391304,0.189944134,0.289855072,0.38547486,0.29526050634754514,0.3022792223587777,92.87185518447365,-1.1026332080364227,-2.8072564583782693,0.9401633441448212,0.5230241033155173,"Trent Grisham",18564,663757
"Leo Jiménez","TOR",63,210,4,18,19,0,0.057142857,0.28095238,0.12849162,0.310924369,0.229050279,0.328571428,0.357541899,0.30816414923894975,0.3107744852701823,101.28782044345603,-1.4731031209230423,-1.1636604385114666,-0.7508622407913208,0.5215508206446398,"Leo Jimenez",23782,677870
"Andrew McCutchen","PIT",120,515,20,66,50,3,0.112621359,0.258252427,0.178571428,0.282828282,0.232142857,0.328155339,0.410714285,0.32450418655510543,0.3266426666438231,106.16229423999633,-2.868842788040638,0.9261499115892073,-13.100221991539001,0.5211526380216063,"Andrew McCutchen",9847,457705
"Jarred Kelenic","ATL",131,449,15,49,45,7,0.071269487,0.296213808,0.162621359,0.299625468,0.230582524,0.285714285,0.393203883,0.2941608500960689,0.3075933947125804,86.76457858117284,1.7633677870035172,-5.342962673083246,-4.648177862167358,0.5186813009095879,"Jarred Kelenic",22558,672284
"Dairon Blanco","KCR",88,132,4,37,13,31,0.06060606,0.242424242,0.133333333,0.317647058,0.258333333,0.307692307,0.391666666,0.3056062542475187,0.27918645418607274,96.0097677759284,4.1039349883794785,3.501267574144945,-2.9596976041793823,0.5080499533831172,"Dairon Blanco",19779,680118
"Austin Barnes","LAD",54,156,1,12,11,3,0.089743589,0.23076923,0.042857143,0.349514563,0.264285714,0.331168831,0.307142857,0.2893326820491196,0.26951190403529574,84.57013357996262,0.08947723358869553,-2.788902240472251,2.4122002124786377,0.4998140082918207,"Austin Barnes",12158,605131
"Nick Ahmed","- - -",71,228,2,20,17,2,0.048245614,0.22368421,0.066666667,0.2875,0.228571428,0.266666666,0.295238095,0.24845846520529852,0.26025730105383055,58.89974609714583,-0.4918324798345566,-11.697574920909574,8.876588217914104,0.4960133466577484,"Nick Ahmed",12147,605113
"Garrett Hampson","KCR",113,231,0,16,16,7,0.06060606,0.255411255,0.070422535,0.314102564,0.230046948,0.27510917,0.300469483,0.25504547097276914,0.2420381746794048,60.44428028506944,1.4062048122286797,-9.048863581084415,6.131326192989945,0.489889576398703,"Garrett Hampson",19262,641658
"Pedro Pagés","STL",68,218,7,19,27,2,0.059633027,0.266055045,0.138613861,0.294964028,0.237623762,0.28110599,0.376237623,0.2856715068839113,0.27897070951240005,83.66107823829417,-0.3901953026652336,-4.6495241450135065,1.9705344438552856,0.4761452093288991,"Pedro Pages",25782,686780
"Brett Baty","NYM",50,171,4,15,16,0,0.093567251,0.245614035,0.098039216,0.289719626,0.228758169,0.305882352,0.326797385,0.2822889675050092,0.28221394465519833,82.58486913122626,0.10110065340995789,-3.4599990825129927,2.349961757659912,0.47587670173621155,"Brett Baty",26123,683146
"Elias Díaz","- - -",96,351,6,27,39,0,0.056980056,0.196581196,0.116923077,0.317460317,0.264615384,0.313390313,0.381538461,0.30250530973888057,0.27974965318135636,80.69066098948298,-2.9179946798831224,-11.022673488709714,3.861808229237795,0.472559705688237,"Elias Diaz",11680,553869
"David Peralta","SDP",91,260,8,35,28,2,0.084615384,0.207692307,0.148305085,0.316091954,0.266949152,0.334615384,0.415254237,0.32920125952133766,0.31287410442645736,114.68004948707396,-0.5974390804767609,3.966734491685009,-8.16846752166748,0.46391944978840577,"David Peralta",2136,444482
"Will Brennan","CLE",114,353,8,37,30,4,0.053824362,0.135977337,0.124242424,0.287272727,0.263636363,0.308781869,0.387878787,0.30253500952000634,0.30244674030532187,97.85410665966117,-0.4221276640892029,-1.288866875830983,-5.981075882911682,0.45824951669964153,"Will Brennan",25660,686823
"Dylan Crews","WSN",31,132,3,12,8,12,0.083333333,0.196969696,0.134453782,0.252747252,0.218487394,0.287878787,0.352941176,0.2825809396577604,0.32481398837256975,79.68867972091194,1.5640611425042152,-1.6420115863378633,1.6427674293518066,0.45591716353600326,"Dylan Crews",33541,686611
"Whit Merrifield","- - -",95,335,4,44,15,17,0.104477611,0.15522388,0.092150171,0.257383966,0.221843003,0.311178247,0.313993174,0.2832089419451365,0.2932108553444467,78.96269559714035,3.0550306513905525,-5.372419309318683,-1.4810925126075745,0.4490492464399091,"Whit Merrifield",11281,593160
"Miguel Andujar","OAK",75,319,4,31,30,3,0.040752351,0.131661442,0.092715232,0.319066147,0.284768211,0.319749216,0.377483443,0.3057821045474946,0.2815275281947982,102.85426513893357,-2.077911786735058,-1.036096792592048,-5.359376668930054,0.4321081260673737,"Miguel Andujar",15878,609280
"Michael A. Taylor","PIT",113,300,5,35,21,12,0.076666666,0.35,0.096654275,0.288343558,0.19330855,0.253378378,0.289962825,0.24189622176660075,0.26962544966717156,50.56147147945686,2.6066518127918243,-15.129037612195436,9.238109827041626,0.4275963117908785,"Michael A. Taylor",11489,572191
"Jared Triolo","PIT",125,446,9,41,46,8,0.094170403,0.264573991,0.098984772,0.279411764,0.21573604,0.295964125,0.314720812,0.2745213358926132,0.2915336351716117,72.52040961220233,0.0037285685539245605,-14.651965743277692,3.844384789466858,0.4240012085514394,"Jared Triolo",25807,669707
"Trey Sweeney","DET",36,119,4,11,17,2,0.058823529,0.268907563,0.154545454,0.266666666,0.218181818,0.268907563,0.372727272,0.2793314522054015,0.2807041665782099,80.2827358626928,-0.27209270745515823,-2.9568140986238265,2.995604157447815,0.41159722905607926,"Trey Sweeney",29575,700242
